against  bertentangan 	 
Andrew ; Saint Andrew ; St. Andrew ; Saint Andrew the Apostle  Andreas  religion 
temper ; mood ; humor ; humour 	 suasana hati 
echo ; reverberation ; sound reflection ; replication 	 gema  data ; information 	 data 	 
tailor ; seamster ; sartor  penjahit  angstrom ; angstrom unit ; A 	 angstrom  Dionysus  Dionysus  mythology 
wrinkle ; furrow ; crease ; crinkle ; seam ; line  kerutan  
painter  pelukis  

Calvin ; John Calvin ; Jean Cauvin ; Jean Caulvin ; Jean Chauvin 	 Yohanes 
Calvin 	 person 
midnight  tengah malam 
coulomb ; C ; ampere-second  coulomb  
Pasteur ; Louis Pasteur 	 Louis Pasteur  person  chemical reaction ; reaction 	 reaksi 	 
Diocletian ; Gaius Aurelius Valerius Diocletian 	 Diocletianus  faineant ; indolent ; lazy ; otiose ; slothful ; work-shy 	 malas  nun  suster 
adventure ; escapade ; risky venture ; dangerous undertaking  petualangan 
Julian calendar ; Old Style calendar 	 Kalender Julian 
Mendel ; Gregor Mendel ; Johann Mendel  Gregor Mendel  person  friction ; rubbing 	 pergesekan 	 
fisherman ; fisher 	 pengail  torture ; torturing  penyiksaan  Mont Blanc ; Monte Bianco  Mont Blanc  uniform  seragam  ohm  ohm 
lab ; laboratory ; research lab ; research laboratory ; science lab ; science laboratory  laboratorium 	 
diskette ; floppy ; floppy disk  disket  appearance ; visual aspect  penampilan 
electric resistance ; electrical resistance ; impedance ; resistance ; resistivity ; ohmic resistance 	 hambatan listrik 	 
chaos ; pandemonium ; bedlam ; topsy-turvydom ; topsy-turvyness 	 kekacauan 
Diderot ; Denis Diderot 	 Denis Diderot  person 
schizophrenia ; schizophrenic disorder ; schizophrenic psychosis ; dementia praecox 	 skizofrenia  Impressionism  Impresionisme 
Attila ; Attila the Hun ; Scourge of God ; Scourge of the Gods  Attila  merchant ; merchandiser 	 pedagang 
fine 	 cerah 	 

Sophocles  Sophokles  crown ; diadem  mahkota 
Heraclitus 	 Herakleitos 
Shostakovich ; Dmitri Shostakovich ; Dmitri Dmitrievich Shostakovich  Dmitri 
Shostakovich 	 person 
X ray ; X-ray ; X-radiation ; roentgen ray 	 Sinar-X 
Wittgenstein ; Ludwig Wittgenstein ; Ludwig Josef Johan Wittgenstein  Ludwig Wittgenstein 	 person 
Adams ; John Quincy Adams ; President Adams ; President John Quincy Adams  John 
Quincy Adams 	 person 
gull ; seagull ; sea gull  camar 	 
pornography ; porno ; porn ; erotica ; smut  pornografi 
Steinbeck ; John Steinbeck ; John Ernst Steinbeck  John Ernst Steinbeck  person  jam  selai 
diode ; semiconductor diode ; junction rectifier ; crystal rectifier  dioda 	 device 
neutrino  neutrino 
lack ; deficiency ; want 	 kekurangan 	 

Southeast Asia  Asia Tenggara 
blues 	 blues 	 music 
pause ; intermission ; break ; interruption ; suspension  sela 	 

visit ; see 	 mengunjungi 	 

electric potential ; potential ; potential difference ; potential drop ; voltage  voltase 	 
Umbria 	 Umbria  poet 	 penyair 
asterisk ; star  bintang 
Armstrong ; Louis Armstrong ; Satchmo  Louis Armstrong  person 
product ; production  produk 	 
bench 	 bangku 	 law  patient  pasien 	 

saffron ; saffron crocus ; Crocus sativus 	 kunyit 	 

Austria-Hungary  Austria-Hongaria 
Silk Road  Jalur Sutra 
Association of Southeast Asian Nations ; ASEAN 	 Perhimpunan Bangsa-bangsa Asia Tenggara 
Keller ; Helen Keller ; Helen Adams Keller 	 Helen Keller 	 person  Northern Marianas ; Northern Mariana Islands  Kepulauan Mariana Utara  adultery ; criminal conversation ; fornication 	 zinah  chord 	 akord 
psychiatry ; psychopathology ; psychological medicine 	 psikiatri  orphan 	 anak yatim  entomology ; bugology  entomologi  vineyard ; vinery 	 kebun anggur  dialogue ; dialog ; duologue 	 dialog  Thirty Years' War 	 perang tiga puluh tahun  victim 	 korban 
above ; higher up ; in a higher place ; to a higher place 	 di atas  
oligarchy  oligarki 
ace  kartu as  

tectonics ; plate tectonics ; plate tectonic theory  lempeng tektonik  thousand ; one thousand ; 1000 ; m ; k  ribu 
platypus ; duckbill ; duckbilled platypus ; duck-billed platypus ; 
Ornithorhynchus anatinus 	 platipus  
globe 	 globe 
parsec ; secpar  parsec 
glue ; gum ; mucilage  lem ; perekat  
wonder ; marvel  keajaiban  

Saladin ; Salah-ad-Din Yusuf ibn-Ayyub  Salahuddin Ayyubi 	 person  choir 	 paduan suara 
electrical engineering ; EE  teknik elektro  mathematics  fifty ; 50 ; l  lima puluh  meeting ; encounter  rapat 
calculator ; calculating machine  kalkulator  Oort cloud 	 Awan Oort  caviar ; caviare 	 kaviar 
Rosetta Stone  Batu Rosetta  Kaaba ; Caaba  Ka'bah  haiku 	 haiku  Iliad 	 Iliad  E ; e 	 E 
criminology 	 kriminologi 
absurd ; cockeyed ; derisory ; idiotic ; laughable ; ludicrous ; nonsensical ; preposterous ; ridiculous 	 tidak masuk akal  breathe ; take a breath ; respire ; suspire  bernapas 
Pasternak ; Boris Pasternak ; Boris Leonidovich Pasternak 	 Boris Leonidovich 
Pasternak  person 
Mafia ; Maffia ; Cosa Nostra 	 Mafia 
Aesop 	 Aesop 
International Atomic Energy Agency ; IAEA 	 Badan Tenaga Atom Internasional  bibliography 	 bibliografi  Nancy 	 Nancy 	 city 
jellyfish  ubur-ubur  animal  1790s 	 1790-an 
pilot ; airplane pilot 	 penerbang  
Melanesia  Melanesia 
zirconium ; Zr ; atomic number 40  zirkonium  
pine 	 pohon cemara 	 

ytterbium ; Yb ; atomic number 70  iterbium  
torch 	 obor 
Bouvet Island  Pulau Bouvet 
fireman ; firefighter ; fire fighter ; fire-eater  pemadam kebakaran 
anus 	 anus 	 anatomy  swine 	 babi 	 

einsteinium ; Es ; E ; atomic number 99  einsteinium 	 

erbium ; Er ; atomic number 68 	 erbium 	 

Hoover ; Herbert Hoover ; Herbert Clark Hoover ; President Hoover 	 Herbert 
Hoover 	 person 
compiler ; compiling program 	 kompilator 	 IT  europium ; Eu ; atomic number 63  europium  
vaccine ; vaccinum 	 vaksin 	 medicine 
Marche ; Marches 	 Marche  ethnology  etnologi  Calabria  Calabria  literature ; lit 	 sastra 
standard ; criterion ; measure ; touchstone  kriteria  
Bergen 	 Bergen 	 city 
class ; form ; grade ; course 	 kelas 	 biology 
surgeon ; operating surgeon ; sawbones  ahli bedah  clover ; trefoil 	 semanggi  
czar ; tsar ; tzar 	 kaisar 
United States Virgin Islands ; American Virgin Islands ; VI 	 Kepulauan Virgin 
Amerika Serikat  massage  urut 
electromagnetic radiation ; electromagnetic wave ; nonparticulate radiation 	 radiasi elektromagnetik 
spy ; undercover agent 	 agen rahasia  poisonous ; toxicant  berbisa  
Essen 	 Essen, Nordrhein-Westfalen  city 
lutetium ; lutecium ; Lu ; atomic number 71  lutesium  
Sikhism  Sikhisme  chestnut  berangan  Gestapo  Gestapo 
genocide ; race murder ; racial extermination  pembantaian 
Friedman ; Milton Friedman  Milton Friedman  chimney  cerobong  
Dutch ; Dutch people  Tokoh Belanda 
virtue ; virtuousness ; moral excellence 	 kebajikan  margin ; border ; perimeter  kelonggaran 	 
riddle ; conundrum ; enigma ; brain-teaser 	 teka-teki 
vitriol ; oil of vitriol ; sulfuric acid ; sulphuric acid 	 asam sulfat 	 

aunt ; auntie ; aunty  bibi  chisel 	 pahat 
dawn ; dawning ; morning ; aurora ; first light ; daybreak ; break of day ; break of the day ; dayspring ; sunrise ; sunup ; cockcrow  fajar 
frequently ; often ; oftentimes ; oft ; ofttimes 	 sering 	 

Vesuvius ; Mount Vesuvius ; Mt. Vesuvius 	 Vesuvius  pistol ; handgun ; side arm ; shooting iron  pistol  natural gas ; gas 	 gas  
fencing  anggar 
wealth ; riches  harta 	 
instinct ; inherent aptitude 	 naluri  Gaul ; Gallia  Gallia 
cousin ; first cousin ; cousin-german ; full cousin  misan  clitoris ; clit ; button 	 klitoris  anatomy  Bronze Age 	 Zaman Perunggu 
wrist ; carpus ; wrist joint ; radiocarpal joint ; articulatio radiocarpea  pergelangan tangan 
Lausanne  Lausanne  city 
butane 	 butana 	 
board ; plank  papan 	 
wave ; undulation 	 gelombang  physics 
Nantes 	 Nantes 	 city 
Milky Way ; Milky Way Galaxy ; Milky Way System 	 Bima Sakti  heel 	 tumit  straw 	 jerami 
Korean War 	 Perang Korea 
propose ; suggest ; advise  menyarankan 	 
colonel  kolonel  Ra ; Re  Ra 
termite ; white ant  rayap 	 animal  torpedo  torpedo 
nuclear physics ; atomic physics ; nucleonics  fisika atom 
Allah 	 Allah 
rigorous ; strict 	 ketat  Weimar 	 Weimar 	 city  Ionian Sea 	 Laut Ionia  pond ; pool 	 kolam  propaganda 	 propaganda 
integrated circuit ; microcircuit  sirkuit terpadu  William II ; William Rufus  Wilhelm II 	 person  phonology ; phonemics  fonologi 
Holy Ghost ; Holy Spirit ; Paraclete 	 Allah Roh Kudus 
Artemis ; Cynthia 	 Artemis  mythology 
irrational number ; irrational 	 bilangan irasional 	 mathematics 
decade ; decennary ; decennium 	 dasawarsa  time  Empedocles 	 Empedokles  fission ; nuclear fission  fisi 
clothing ; article of clothing ; vesture ; wear ; wearable ; habiliment 	 pakaian 	 
photon 	 foton 
biotechnology ; biotech 	 bioteknologi 	 genetics 
Innsbruck  Innsbruck 
Xinjiang ; Sinkiang ; Xinjiang Uighur Autonomous Region  Xinjiang  cylinder  silinder  
severe ; spartan 	 keras 
Abuja ; capital of Nigeria ; Nigerian capital  Abuja 	 
boson 	 boson 
admire ; look up to  mengagumi  rib ; costa 	 rusuk 
Sherlock Holmes ; Holmes 	 Sherlock Holmes  computer keyboard ; keypad  papan ketik 	 device 
expression ; verbal expression ; verbalism 	 ekspresi  mathematics  crystal ; crystallization  kristal  mineralogy  fermion  fermion  seal 	 anjing laut 	 

idiot ; imbecile ; cretin ; moron ; changeling ; half-wit ; retard  orang bodoh  medicine 
Freemasonry ; Masonry  Freemasonry  era ; epoch 	 zaman 	 time 
Hagia Sophia ; Hagia Sofia ; Santa Sophia ; Santa Sofia  Hagia Sophia  menagerie ; zoo ; zoological garden 	 kebun binatang 
microphone ; mike 	 mikropon 
belt 	 ikat pinggang  
twin 	 kembar 	 mining 
pilchard ; sardine ; Sardina pilchardus  sarden 	 

Gabon ; Gabonese Republic ; Gabun  Gabon 	 state 
Orthodox Church ; Orthodox Catholic Church ; Eastern Orthodox Church ; Eastern 
Church ; Eastern Orthodox 	 Gereja Ortodoks  polymer  polimer  

Tarabulus ; Tripoli ; Tarabulus Ash-Sham ; Trablous  Tripoli  pneumonia  radang paru-paru 	 medicine 
mollusk ; mollusc ; shellfish 	 kerang-kerangan  animal  precisely ; exactly ; just  setuju 	 
purchase  pembelian  
saddle 	 pelana 
Aquitaine ; Aquitania  Aquitaine 
goalkeeper ; goalie ; goaltender ; netkeeper ; netminder  penjaga gawang  immunology 	 imunologi 
turtle 	 kura-kura dan penyu  animal  Bali 	 Bali 
nephew 	 kemenakan laki-laki 
Bering Strait  Selat Bering 
esteem ; regard ; respect  penghargaan 	 
Tour de France  Tour de France 
nature 	 alam 	 

humanitarianism ; humanism  humanisme  Sapporo  Sapporo  city  ache ; aching  nyeri 
global warming  pemanasan global 	 

week ; hebdomad  minggu 	 time  FORTRAN  Fortran 
driver 	 sopir 	 

mystery ; enigma ; secret ; closed book  teka-teki  joy ; joyousness ; joyfulness 	 kegembiraan  ethernet  ethernet 
job ; task ; chore 	 tugas 	 
Chechnya ; Chechenia ; Chechen Republic  Chechnya 
ointment ; unction ; unguent ; balm ; salve  menenangkan 	 medicine 
Meir ; Golda Meir 	 Golda Meir 	 person 
Johnson ; Andrew Johnson ; President Johnson ; President Andrew Johnson 	 
Andrew Johnson  person 
Halloween ; Hallowe'en ; Allhallows Eve  Halloween  mortgage  hipotek  
yard ; grounds ; curtilage  halaman  Hamas ; Islamic Resistance Movement 	 Hamas  technique  teknik 	 

Averroes ; ibn-Roshd ; Abul-Walid Mohammed ibn-Ahmad Ibn-Mohammed ibn-Roshd 	 Ibnu Rusyd  person 
dictator ; potentate  diktator 
Azores ; Acores  Azores 
Lewis ; C. S. Lewis ; Clive Staples Lewis 	 C.S. Lewis 	 person  earth science  ilmu bumi 
rhodium ; Rh ; atomic number 45  rhodium  

rutherfordium ; Rf ; unnilquadium ; Unq ; element 104 ; atomic number 104  rutherfordium 	 
pray 	 berdoa 
Southern Cross ; Crux ; Crux Australis  Crux 	 constellation 
Islamabad ; capital of Pakistan  Islamabad  

Bamako 	 Bamako 
carburetor ; carburettor 	 karburator  ethology  etologi  biology 
Hundred Years' War 	 perang seratus tahun  contribution ; donation 	 sumbangan 
pile ; heap ; mound ; agglomerate ; cumulation ; cumulus  tumpukan  thallium ; Tl ; atomic number 81  talium 	 
panic ; terror ; affright  rasa ngeri 
Tel Aviv ; Tel Aviv-Yalo ; Tel Aviv-Jaffa 	 Tel Aviv  arrival  kedatangan 	 
porcelain  porselen 
Bergman ; Ingmar Bergman 	 Ingmar Bergman  tribe ; folk 	 suku bangsa 	 biology 
1830s  1830-an  1840s  1840-an  braille  braille  COBOL  COBOL 
jackal ; Canis aureus  jakal 	 
magma 	 magma 
boredom ; ennui ; tedium 	 kebosanan  beam 	 balok 	 
marathon  maraton 
inside ; within  di dalam  

dough 	 adonan 
egg
; aubergine ; mad apple  terong  Nefertiti  Nefertiti 
visit 	 kunjungan  

wisent ; aurochs ; Bison bonasus  bison eropa 	 
liqueur ; cordial 	 minuman keras  hymn ; anthem  lagu kebangsaan  folklore  cerita rakyat  brigade  brigade  
C ; c 	 C 
explosion ; detonation ; blowup  ledakan  
asphalt  aspal 
International Court of Justice ; World Court  Mahkamah Internasional  carbon black ; lampblack ; soot ; smut ; crock 	 jelaga 
amphibian  amfibi 	 
rubbish ; trash ; scrap 	 sampah  Weimar Republic  Republik Weimar 
happening ; occurrence ; occurrent ; natural event  kejadian 
sell  menjual  
therapy  terapi  medicine 
urine ; piss ; pee ; piddle ; weewee ; water  urin 	 biology  Arab League 	 Liga Arab  sickle ; reaping hook ; reap hook  arit  stratosphere 	 stratosfer  ammunition ; ammo 	 amunisi  wavelength 	 panjang gelombang  crane 	 derek 	 
court ; courtyard 	 halaman 
valve 	 katup 	 

Planck's constant ; h  Konstanta Planck 
Zoroaster ; Zarathustra 	 Zarathustra 
1860s 	 1860-an 
colleague ; co-worker ; fellow worker ; workfellow  rekan 
heir ; inheritor ; heritor  warisan  

ditch 	 parit 
infection  infeksi 
Casablanca 	 Casablanca 	 city 
leukocyte ; leucocyte ; white blood cell ; white cell ; white blood corpuscle ; white corpuscle ; WBC  sel darah putih 
mast 	 tiang 
bank 	 tanggul  

von Neumann ; Neumann ; John von Neumann 	 john von neumann 	 person  jointly ; collectively ; conjointly ; together with  secara kolektif  Thessaloniki ; Salonika ; Salonica ; Thessalonica  Thessaloniki 	 city  emphasis ; accent 	 penekanan 
circulatory system ; cardiovascular system 	 sistem kardiovaskular  affair ; affaire ; intimacy ; liaison ; involvement ; amour 	 peristiwa  

digit ; figure  angka 	 mathematics 
Great Bear ; Ursa Major 	 Ursa Major 	 constellation  celery ; cultivated celery ; Apium graveolens dulce  seledri  
Rockies ; Rocky Mountains  Pegunungan Rocky  deficit ; shortage ; shortfall 	 defisit  
load ; loading ; burden 	 beban 	 
Etna ; Mount Etna ; Mt Etna  Etna  perspiration ; sweat ; sudor 	 keringat 
understand 	 memahami  
Centaurus ; Centaur  Centaurus  constellation  viola 	 biola alto 
toilet ; lavatory ; lav ; can ; john ; privy ; bathroom  kamar kecil 	 room  Woolf ; Virginia Woolf ; Adeline Virginia Stephen Woolf  Virginia Woolf  person 
Brandt ; Willy Brandt  Willy Brandt 	 person  wig  rambut palsu 
fence ; fencing  pagar 	 logistics  acupuncture ; stylostixis  akupunktur 
Harrison ; Benjamin Harrison ; President Harrison ; President Benjamin Harrison  
Benjamin Harrison 	 person 
Becquerel ; Henri Becquerel ; Antoine Henri Becquerel 	 Henri Becquerel  person 
Doppler effect ; Doppler shift 	 Efek Doppler  string ; twine  tali 
armistice ; cease-fire ; truce 	 gencatan senjata  Arendt ; Hannah Arendt 	 Hannah Arendt  person  Adenauer ; Konrad Adenauer  Konrad Adenauer  person  green
effect ; green
warming  efek rumah kaca 
Temple of Artemis 	 Kuil Artemis  beef ; boeuf 	 daging sapi 
ambition ; aspiration ; dream 	 ambisi 
Nostradamus ; Michel de Notredame  Nostradamus 	 person 
hunter ; huntsman 	 pemburu 
foreman ; chief ; gaffer ; honcho ; boss 	 majikan  
glider ; sailplane 	 pesawat terbang layang  budget 	 anggaran  

Curie ; Pierre Curie  Pierre Curie 	 person 
Tyler ; John Tyler ; President Tyler 	 John Tyler 	 person  Pluto ; Hades ; Aides ; Aidoneus  Hades 	 mythology 
pasture ; pastureland ; grazing land ; lea ; ley 	 padang rumput 
Kinshasa ; Leopoldville 	 Kinshasa  fractal  fraktal  mathematics 
rare earth ; rare-earth element ; lanthanoid ; lanthanide ; lanthanon 	 lantanida  
furnace  peleburan  technology  messenger ; courier  utusan 	 logistics  stubborn ; obstinate ; unregenerate 	 keras kepala  chemical bond ; bond  ikatan kimia 	 
echinoderm 	 echinodermata  
epistemology 	 epistemologi 
Jenner ; Edward Jenner 	 Edward Jenner  person 
Eliot ; T. S. Eliot ; Thomas Stearns Eliot 	 Thomas Stearns Eliot  person  charge ; complaint 	 tuduhan  

Catholicism ; Catholicity  Katolik 
Zen ; Zen Buddhism 	 Zen  Svalbard  Svalbard 
classical mechanics ; Newtonian mechanics 	 mekanika klasik 
Hadrian ; Publius Aelius Hadrianus ; Adrian  Hadrian  Harvard University ; Harvard 	 Universitas Harvard 
general relativity ; general theory of relativity ; general relativity theory ; 
Einstein's general theory of relativity  relativitas umum 
Puglia ; Apulia  Puglia  ontology  ontologi 
revolver ; six-gun ; six-shooter  revolver  telecommunication 	 telekomunikasi  Antwerpen ; Antwerp ; Anvers 	 Antwerpen  MS-DOS ; Microsoft disk operating system 	 MS-DOS  alkene ; olefine ; olefin  alkena 	 
Koch ; Robert Koch 	 Robert Koch 	 person  ordering ; order ; ordination 	 metode 	 
transmission control protocol ; TCP 	 tcp  mule 	 bagal 	 
blouse 	 blus 
recipe ; formula 	 formula  cooking  ballad ; lay 	 balada 
decay ; radioactive decay ; disintegration 	 peluruhan radioaktif  
morphine ; morphia 	 morfin 	 

technetium ; Tc ; atomic number 43 	 teknesium  
mosaic 	 mosaik 	 

proof ; cogent evidence 	 bukti 	 mathematics  Tianjin ; Tientsin ; T'ien-ching  tianjin  city  signature  tanda tangan 	 

Yangon ; Rangoon 	 Yangon 	 city 
Hamsun ; Knut Hamsun ; Knut Pedersen 	 Knut Hamsun 	 person  scheme ; strategy 	 strategi  mathematics  Sea of Azov ; Sea of Azof ; Sea of Azoff 	 Laut Azov  brooch ; broach ; breastpin  bros 
Hanks ; Tom Hanks ; Thomas J. Hanks 	 Tom Hanks  British Empire  Imperium Britania  bookshop ; bookstore ; bookstall  toko buku  eyelash ; lash ; cilium 	 bulu mata  Picardie ; Picardy 	 Picardie  fjord ; fiord  fyord 
child ; kid 	 anak 	 

drunkenness ; inebriation ; inebriety ; intoxication ; tipsiness ; insobriety 	 mabuk 
opium 	 candu 
larynx ; voice box 	 laring 	 anatomy  breast ; chest  dada 
obstacle ; obstruction 	 hambatan 
Hell ; perdition ; Inferno ; infernal region ; nether region ; pit  Neraka 
Magna Carta ; Magna Charta ; The Great Charter 	 Magna Carta  Abu Dhabi ; United Arab Emirates's capital 	 Abu Dhabi  mycology  mikologi  biology  New Guinea 	 Pulau Irian  fame ; celebrity ; renown  kemashuran  pathology  ilmu penyakit  biophysics 	 biofisika  biology  safety 	 keamanan  
